Htno,Subcode,Subname,Internals,Grade,Credits
17B81A0208,R1631025,POWER ELECTRONICS,20,C,3.0
17B81A0209,R1631023,SIGNALS AND SYSTEMS,21,F,0.0
17B81A0221,R1631025,POWER ELECTRONICS,14,ABSENT,0.0
17B81A0242,R1631025,POWER ELECTRONICS,16,ABSENT,0.0
17B81A0262,R1631023,SIGNALS AND SYSTEMS,19,ABSENT,0.0
17B81A0262,R1631025,POWER ELECTRONICS,17,ABSENT,0.0
17B81A0468,R1631041,COMPUTER ARCHITECTURE AND ORGANIZATION,11,F,0.0
17B81A1264,R1631122,ADVANCED JAVA PROGRAMMING,14,D,3.0
18B81A0204,R1631021,POWER SYSTEMS-II,16,D,3.0
18B81A0204,R1631023,SIGNALS AND SYSTEMS,16,ABSENT,0.0
18B81A0208,R1631023,SIGNALS AND SYSTEMS,20,F,0.0
18B81A0213,R1631023,SIGNALS AND SYSTEMS,13,F,0.0
18B81A0213,R1631024,PULSE & DIGITAL CIRCUITS,14,F,0.0
18B81A0213,R1631025,POWER ELECTRONICS,16,F,0.0
18B81A0234,R1631021,POWER SYSTEMS-II,15,D,3.0
18B81A0262,R1631021,POWER SYSTEMS-II,18,D,3.0
18B81A0262,R1631022,RENEWABLE ENERGY SOURCES,17,C,3.0
18B81A0262,R1631025,POWER ELECTRONICS,21,F,0.0
18B81A0302,R1631035,THERMAL ENGINEERING -II,12,F,0.0
18B81A0330,R1631035,THERMAL ENGINEERING -II,16,D,3.0
18B81A0364,R1631031,DYNAMICS OF MACHINERY,26,C,3.0
18B81A0364,R1631034,OPERATIONS RESEARCH,20,D,3.0
18B81A0387,R1631032,METAL CUTTING & MACHINE TOOLS,14,F,0.0
18B81A0387,R1631033,DESIGN OF MACHINE MEMBERS-II,21,D,3.0
18B81A0387,R1631034,OPERATIONS RESEARCH,12,F,0.0
18B81A0487,R1631045,ANTENNA AND WAVE PROPAGATION,21,C,3.0
18B81A0540,R1631055,OPERATING SYSTEMS,23,D,3.0
18B81A1224,R1631054,DATABASE MANAGEMENT SYSTEMS,20,ABSENT,0.0
19B81A0110,R1931014,ENVIRONMENTAL ENGINEERING-II,17,C,3.0
19B81A0115,R1931013,WATER RESOURCES ENGINEERING-I,10,ABSENT,0.0
19B81A0134,R1931014,ENVIRONMENTAL ENGINEERING-II,20,D,3.0
19B81A0204,R1931021,POWER SYSTEMS-II,10,D,3.0
19B81A0218,R1931023,LINEAR IC APPLICATIONS,16,D,3.0
19B81A0226,R1931023,LINEAR IC APPLICATIONS,17,C,3.0
19B81A0231,R1931021,POWER SYSTEMS-II,10,F,0.0
19B81A0231,R1931023,LINEAR IC APPLICATIONS,15,D,3.0
19B81A0231,R1931025,MICROPROCESSORS AND MICROCONTROLLERS,12,F,0.0
19B81A0233,R1931023,LINEAR IC APPLICATIONS,15,F,0.0
19B81A0241,R1931021,POWER SYSTEMS-II,12,D,3.0
19B81A0243,R1931024,DIGITAL SIGNAL PROCESSING,19,F,0.0
19B81A0243,R1931025,MICROPROCESSORS AND MICROCONTROLLERS,18,D,3.0
19B81A0248,R1931021,POWER SYSTEMS-II,13,D,3.0
19B81A0254,R1931025,MICROPROCESSORS AND MICROCONTROLLERS,13,D,3.0
19B81A0264,R1931023,LINEAR IC APPLICATIONS,16,D,3.0
19B81A0264,R1931025,MICROPROCESSORS AND MICROCONTROLLERS,20,F,0.0
19B81A0275,R1931021,POWER SYSTEMS-II,10,ABSENT,0.0
19B81A0275,R1931022,POWER ELECTRONICS,11,ABSENT,0.0
19B81A0275,R1931023,LINEAR IC APPLICATIONS,12,ABSENT,0.0
19B81A0275,R1931024,DIGITAL SIGNAL PROCESSING,16,ABSENT,0.0
19B81A0275,R1931025,MICROPROCESSORS AND MICROCONTROLLERS,14,ABSENT,0.0
19B81A0278,R1931021,POWER SYSTEMS-II,11,F,0.0
19B81A0284,R1931022,POWER ELECTRONICS,11,F,0.0
19B81A0284,R1931024,DIGITAL SIGNAL PROCESSING,17,F,0.0
19B81A0284,R1931025,MICROPROCESSORS AND MICROCONTROLLERS,14,C,3.0
19B81A0294,R1931021,POWER SYSTEMS-II,14,F,0.0
19B81A0294,R1931023,LINEAR IC APPLICATIONS,15,F,0.0
19B81A0294,R1931025,MICROPROCESSORS AND MICROCONTROLLERS,19,F,0.0
19B81A0304,R1931031,DYNAMICS OF MACHINERY,18,F,0.0
19B81A0304,R1931034,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,13,D,3.0
19B81A0304,R1931035,IC ENGINES & GAS TURBINES,17,F,0.0
19B81A0307,R1931031,DYNAMICS OF MACHINERY,21,B,3.0
19B81A0314,R1931031,DYNAMICS OF MACHINERY,18,B,3.0
19B81A0314,R1931035,IC ENGINES & GAS TURBINES,18,F,0.0
19B81A0325,R1931031,DYNAMICS OF MACHINERY,18,C,3.0
19B81A0327,R1931031,DYNAMICS OF MACHINERY,18,C,3.0
19B81A0330,R1931031,DYNAMICS OF MACHINERY,16,C,3.0
19B81A0333,R1931031,DYNAMICS OF MACHINERY,19,F,0.0
19B81A0341,R1931031,DYNAMICS OF MACHINERY,14,F,0.0
19B81A0341,R1931033,MECHANICAL MEASUREMENTS & METROLOGY,16,F,0.0
19B81A0341,R1931034,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,10,F,0.0
19B81A0341,R1931035,IC ENGINES & GAS TURBINES,18,F,0.0
19B81A0343,R1931031,DYNAMICS OF MACHINERY,16,F,0.0
19B81A0343,R1931033,MECHANICAL MEASUREMENTS & METROLOGY,12,F,0.0
19B81A0344,R1931031,DYNAMICS OF MACHINERY,18,B,3.0
19B81A0344,R1931033,MECHANICAL MEASUREMENTS & METROLOGY,17,C,3.0
19B81A0352,R1931031,DYNAMICS OF MACHINERY,18,C,3.0
19B81A0352,R1931035,IC ENGINES & GAS TURBINES,19,F,0.0
19B81A0353,R1931031,DYNAMICS OF MACHINERY,17,D,3.0
19B81A0353,R1931033,MECHANICAL MEASUREMENTS & METROLOGY,13,F,0.0
19B81A0353,R1931034,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,10,D,3.0
19B81A0353,R1931035,IC ENGINES & GAS TURBINES,15,F,0.0
19B81A0365,R1931033,MECHANICAL MEASUREMENTS & METROLOGY,17,F,0.0
19B81A0365,R1931034,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,13,F,0.0
19B81A0365,R1931035,IC ENGINES & GAS TURBINES,21,F,0.0
19B81A0367,R1931031,DYNAMICS OF MACHINERY,14,C,3.0
19B81A0367,R1931033,MECHANICAL MEASUREMENTS & METROLOGY,15,F,0.0
19B81A0367,R1931034,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,10,F,0.0
19B81A0367,R1931035,IC ENGINES & GAS TURBINES,17,B,3.0
19B81A0368,R1931031,DYNAMICS OF MACHINERY,19,C,3.0
19B81A0369,R1931031,DYNAMICS OF MACHINERY,19,F,0.0
19B81A0369,R1931032,DESIGN OF MACHINE MEMBERS-II,15,F,0.0
19B81A0369,R1931034,MANAGERIAL ECONOMICS AND FINANCIAL ACCOU,10,ABSENT,0.0
19B81A0479,R193104B,DIGITAL SYSTEM DESIGN USING HDL,17,F,0.0
19B81A0488,R1931043,DIGITAL COMMUNICATIONS,16,F,0.0
19B81A0488,R193104B,DIGITAL SYSTEM DESIGN USING HDL,13,F,0.0
19B81A0497,R193104B,DIGITAL SYSTEM DESIGN USING HDL,16,D,3.0
19B81A04A8,R1931041,LINEAR INTEGRATED CIRCUITS AND APPLICATI,13,ABSENT,0.0
19B81A04A8,R1931042,MICROPROCESSOR AND MICROCONTROLLERS,13,ABSENT,0.0
19B81A04A8,R1931043,DIGITAL COMMUNICATIONS,12,ABSENT,0.0
19B81A04A8,R1931044,ELECTRONIC MEASUREMENTS & INSTRUMENTATIO,15,ABSENT,0.0
19B81A04A8,R193104B,DIGITAL SYSTEM DESIGN USING HDL,13,ABSENT,0.0
19B81A04D3,R1931041,LINEAR INTEGRATED CIRCUITS AND APPLICATI,12,ABSENT,0.0
19B81A04D3,R1931043,DIGITAL COMMUNICATIONS,16,ABSENT,0.0
19B81A04D5,R1931041,LINEAR INTEGRATED CIRCUITS AND APPLICATI,11,F,0.0
19B81A04D5,R1931042,MICROPROCESSOR AND MICROCONTROLLERS,11,ABSENT,0.0
19B81A04D5,R1931043,DIGITAL COMMUNICATIONS,16,F,0.0
19B81A04D5,R1931044,ELECTRONIC MEASUREMENTS & INSTRUMENTATIO,11,ABSENT,0.0
19B81A04D5,R193104B,DIGITAL SYSTEM DESIGN USING HDL,12,ABSENT,0.0
19B81A04H2,R193104B,DIGITAL SYSTEM DESIGN USING HDL,15,D,3.0
19B81A0522,R1931051,DATA WAREHOUSING AND DATA MINING,21,D,3.0
19B81A0522,R1931052,COMPUTER NETWORKS,22,F,0.0
19B81A0534,R1931051,DATA WAREHOUSING AND DATA MINING,18,D,3.0
19B81A0534,R1931052,COMPUTER NETWORKS,21,F,0.0
19B81A05A6,R1931053,COMPILER DESIGN,20,C,3.0
19B81A1255,R1931054,ARTIFICIAL INTELLIGENCE,20,F,0.0
19B81A1255,R1931124,DESIGN AND ANALYSIS OF ALGORITHMS,19,F,0.0
19B81A1257,R1931123,COMPILER DESIGN,19,F,0.0
19B85A0106,R1631011,MANAGEMENT SCIENCE,27,B,3.0
19B85A0106,R1631012,ENGINEERING GEOLOGY,26,S,3.0
19B85A0106,R1631013,STRUCTURAL ANALYSIS -II,28,A,3.0
19B85A0106,R1631014,DESIGN & DRAWING OF REINFORCED CONCRETE,29,A,3.0
19B85A0106,R1631015,TRANSPORTATION ENGINEERING - II,30,A,3.0
19B85A0106,R1631016,CONCRETE TECHNOLOGY LAB,22,O,2.0
19B85A0106,R1631017,GEOLOGY LAB,23,O,2.0
19B85A0106,R1631018,TRANSPORTATION ENGINEERING LAB,23,O,2.0
19B85A0238,R1631023,SIGNALS AND SYSTEMS,9,F,0.0
19B85A0403,R1631041,COMPUTER ARCHITECTURE AND ORGANIZATION,14,F,0.0
19B85A0418,R1631042,LINEAR I C APPLICATIONS,15,D,3.0
19B85A0424,R1631042,LINEAR I C APPLICATIONS,10,ABSENT,0.0
19B85A0424,R1631043,DIGITAL I C APPLICATIONS,11,ABSENT,0.0
19B85A0424,R1631044,DIGITAL COMMUNICATIONS,11,ABSENT,0.0
19B85A0424,R1631045,ANTENNA AND WAVE PROPAGATION,16,ABSENT,0.0
20B81A0103,R203102F,RENEWABLE ENERGY SOURCES,27,F,0.0
20B81A0107,R2031011,STRUCTURAL ANALYSIS,14,F,0.0
20B81A0108,R2031011,STRUCTURAL ANALYSIS,16,F,0.0
20B81A0108,R203101B,REMOTE SENSING AND GIS,22,D,3.0
20B81A0111,R2031011,STRUCTURAL ANALYSIS,18,D,3.0
20B81A0136,R2031011,STRUCTURAL ANALYSIS,17,D,3.0
20B81A0136,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,21,E,3.0
20B81A0140,R2031011,STRUCTURAL ANALYSIS,13,F,0.0
20B81A0141,R2031011,STRUCTURAL ANALYSIS,13,E,3.0
20B81A0142,R2031012,DESIGN AND DRAWING OF REINFORCED CONCRET,23,F,0.0
20B81A0142,R2031013,GEOTECHNICAL ENGINEERING-1,20,D,3.0
20B81A0144,R2031011,STRUCTURAL ANALYSIS,15,F,0.0
20B81A0205,R2031022,POWER ELECTRONICS,16,F,0.0
20B81A0205,R2031023,CONTROL SYSTEMS,21,F,0.0
20B81A0205,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,26,D,3.0
20B81A0209,R2031022,POWER ELECTRONICS,18,E,3.0
20B81A0210,R2031023,CONTROL SYSTEMS,17,D,3.0
20B81A0213,R2031021,POWER SYSTEMS-II,9,F,0.0
20B81A0213,R2031022,POWER ELECTRONICS,13,F,0.0
20B81A0213,R2031023,CONTROL SYSTEMS,10,F,0.0
20B81A0213,R203102B,UTILIZATION OF ELECTRICAL ENERGY,19,F,0.0
20B81A0213,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,F,0.0
20B81A0216,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,E,3.0
20B81A0221,R2031022,POWER ELECTRONICS,18,F,0.0
20B81A0229,R2031021,POWER SYSTEMS-II,15,F,0.0
20B81A0229,R2031022,POWER ELECTRONICS,13,F,0.0
20B81A0229,R2031023,CONTROL SYSTEMS,13,E,3.0
20B81A0229,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,24,F,0.0
20B81A0238,R2031022,POWER ELECTRONICS,19,E,3.0
20B81A0240,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,E,3.0
20B81A0241,R2031023,CONTROL SYSTEMS,21,F,0.0
20B81A0241,R203102B,UTILIZATION OF ELECTRICAL ENERGY,27,F,0.0
20B81A0247,R2031022,POWER ELECTRONICS,20,D,3.0
20B81A0247,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,E,3.0
20B81A0251,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,D,3.0
20B81A0255,R2031022,POWER ELECTRONICS,25,F,0.0
20B81A0255,R203102B,UTILIZATION OF ELECTRICAL ENERGY,22,F,0.0
20B81A0255,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,23,F,0.0
20B81A0257,R2031022,POWER ELECTRONICS,15,F,0.0
20B81A0265,R2031022,POWER ELECTRONICS,14,F,0.0
20B81A0271,R2031022,POWER ELECTRONICS,14,F,0.0
20B81A0271,R203102B,UTILIZATION OF ELECTRICAL ENERGY,16,F,0.0
20B81A0275,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,25,D,3.0
20B81A0278,R2031023,CONTROL SYSTEMS,16,F,0.0
20B81A0278,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,21,D,3.0
20B81A0280,R2031022,POWER ELECTRONICS,8,E,3.0
20B81A0282,R2031022,POWER ELECTRONICS,13,E,3.0
20B81A0284,R2031022,POWER ELECTRONICS,16,D,3.0
20B81A0284,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,24,D,3.0
20B81A0285,R203102B,UTILIZATION OF ELECTRICAL ENERGY,18,ABSENT,0.0
20B81A0285,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,20,ABSENT,0.0
20B81A0286,R2031022,POWER ELECTRONICS,17,F,0.0
20B81A0286,R2031023,CONTROL SYSTEMS,17,D,3.0
20B81A0289,R2031023,CONTROL SYSTEMS,20,F,0.0
20B81A0289,R203102B,UTILIZATION OF ELECTRICAL ENERGY,20,E,3.0
20B81A0289,R203103G,SUSTAINABLE ENERGY TECHNOLOGIES,19,E,3.0
20B81A0291,R2031022,POWER ELECTRONICS,13,F,0.0
20B81A0291,R203102B,UTILIZATION OF ELECTRICAL ENERGY,20,F,0.0
20B81A0294,R2031022,POWER ELECTRONICS,20,E,3.0
20B81A0294,R2031023,CONTROL SYSTEMS,20,ABSENT,0.0
20B81A02A4,R2031021,POWER SYSTEMS-II,0,ABSENT,0.0
20B81A02A4,R2031022,POWER ELECTRONICS,0,ABSENT,0.0
20B81A02A4,R2031023,CONTROL SYSTEMS,0,ABSENT,0.0
20B81A02A4,R2031024,CONTROL SYSTEMS LAB,0,ABSENT,0.0
20B81A02A4,R2031025,POWER ELECTRONICS LAB,0,ABSENT,0.0
20B81A02A4,R2031026,SOFT SKILL COURSE:EMPLOYABILITY SKILLS,0,ABSENT,0.0
20B81A02A4,R2031027,ENVIRONMENTAL SCIENCE,0,NOT CO,0.0
20B81A02A4,R2031028,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,C,1.5
20B81A02A4,R203102B,UTILIZATION OF ELECTRICAL ENERGY,0,ABSENT,0.0
20B81A02A4,R203104M,IC APPLICATIONS,4,ABSENT,0.0
20B81A02A6,R2031021,POWER SYSTEMS-II,14,E,3.0
20B81A02A6,R2031022,POWER ELECTRONICS,16,F,0.0
20B81A02A6,R2031023,CONTROL SYSTEMS,14,F,0.0
20B81A02A6,R203102B,UTILIZATION OF ELECTRICAL ENERGY,16,E,3.0
20B81A02A7,R2031022,POWER ELECTRONICS,22,D,3.0
20B81A02A7,R203102B,UTILIZATION OF ELECTRICAL ENERGY,21,E,3.0
20B81A02A9,R2031022,POWER ELECTRONICS,17,F,0.0
20B81A02B5,R2031022,POWER ELECTRONICS,10,F,0.0
20B81A0304,R2031031,THERMAL ENGINEERING-II,20,E,3.0
20B81A0304,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0.0
20B81A0304,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",17,F,0.0
20B81A0304,R203103H,OPERATIONS RESEARCH,22,F,0.0
20B81A0325,R2031031,THERMAL ENGINEERING-II,19,F,0.0
20B81A0325,R203103H,OPERATIONS RESEARCH,21,F,0.0
20B81A0326,R2031031,THERMAL ENGINEERING-II,20,C,3.0
20B81A0326,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0.0
20B81A0333,R2031031,THERMAL ENGINEERING-II,19,F,0.0
20B81A0333,R2031032,DESIGN OF MACHINE MEMBERS-I,21,F,0.0
20B81A0333,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",13,F,0.0
20B81A0334,R2031031,THERMAL ENGINEERING-II,20,F,0.0
20B81A0334,R203103H,OPERATIONS RESEARCH,21,F,0.0
20B81A0335,R2031031,THERMAL ENGINEERING-II,18,E,3.0
20B81A0335,R203103H,OPERATIONS RESEARCH,22,E,3.0
20B81A0339,R2031032,DESIGN OF MACHINE MEMBERS-I,15,E,3.0
20B81A0340,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0.0
20B81A0340,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",17,F,0.0
20B81A0340,R203103H,OPERATIONS RESEARCH,19,F,0.0
20B81A0342,R2031031,THERMAL ENGINEERING-II,14,E,3.0
20B81A0342,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",17,F,0.0
20B81A0342,R203103H,OPERATIONS RESEARCH,19,E,3.0
20B81A0343,R2031031,THERMAL ENGINEERING-II,16,F,0.0
20B81A0343,R2031032,DESIGN OF MACHINE MEMBERS-I,15,F,0.0
20B81A0348,R2031032,DESIGN OF MACHINE MEMBERS-I,21,F,0.0
20B81A0351,R2031031,THERMAL ENGINEERING-II,21,D,3.0
20B81A0354,R203103H,OPERATIONS RESEARCH,14,F,0.0
20B81A0356,R2031031,THERMAL ENGINEERING-II,21,F,0.0
20B81A0356,R2031032,DESIGN OF MACHINE MEMBERS-I,19,F,0.0
20B81A0356,R203103H,OPERATIONS RESEARCH,20,F,0.0
20B81A0357,R2031031,THERMAL ENGINEERING-II,21,F,0.0
20B81A0362,R2031032,DESIGN OF MACHINE MEMBERS-I,14,F,0.0
20B81A0362,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",19,F,0.0
20B81A0362,R203103H,OPERATIONS RESEARCH,20,F,0.0
20B81A0367,R2031031,THERMAL ENGINEERING-II,18,E,3.0
20B81A0367,R2031032,DESIGN OF MACHINE MEMBERS-I,16,F,0.0
20B81A0367,R203103H,OPERATIONS RESEARCH,15,D,3.0
20B81A0368,R2031031,THERMAL ENGINEERING-II,25,F,0.0
20B81A0368,R2031032,DESIGN OF MACHINE MEMBERS-I,22,F,0.0
20B81A0368,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",18,F,0.0
20B81A0368,R203103C,ADVANCED MATERIALS,16,E,3.0
20B81A0368,R203103H,OPERATIONS RESEARCH,19,F,0.0
20B81A0380,R2031031,THERMAL ENGINEERING-II,24,D,3.0
20B81A0381,R2031031,THERMAL ENGINEERING-II,22,F,0.0
20B81A0381,R2031032,DESIGN OF MACHINE MEMBERS-I,21,F,0.0
20B81A0381,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",21,ABSENT,0.0
20B81A0381,R203103C,ADVANCED MATERIALS,18,F,0.0
20B81A0381,R203103H,OPERATIONS RESEARCH,20,F,0.0
20B81A0382,R2031032,DESIGN OF MACHINE MEMBERS-I,17,E,3.0
20B81A0384,R2031031,THERMAL ENGINEERING-II,22,E,3.0
20B81A0384,R2031032,DESIGN OF MACHINE MEMBERS-I,20,F,0.0
20B81A0384,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",18,F,0.0
20B81A0384,R203103H,OPERATIONS RESEARCH,12,F,0.0
20B81A0386,R203103H,OPERATIONS RESEARCH,18,A,3.0
20B81A0388,R2031031,THERMAL ENGINEERING-II,21,D,3.0
20B81A0388,R2031033,"MACHINING, MACHINE TOOLS & METROLOGY",17,E,3.0
20B81A0388,R203103H,OPERATIONS RESEARCH,14,F,0.0
20B81A0394,R2031032,DESIGN OF MACHINE MEMBERS-I,18,F,0.0
20B81A0396,R2031031,THERMAL ENGINEERING-II,18,D,3.0
20B81A0396,R2031032,DESIGN OF MACHINE MEMBERS-I,17,F,0.0
20B81A0398,R2031032,DESIGN OF MACHINE MEMBERS-I,19,F,0.0
20B81A0402,R2031041,ANALOG ICS AND APPLICATIONS,17,F,0.0
20B81A0402,R2031043,DIGITAL COMMUNICATIONS,23,F,0.0
20B81A0405,R2031043,DIGITAL COMMUNICATIONS,19,F,0.0
20B81A0416,R2031043,DIGITAL COMMUNICATIONS,19,F,0.0
20B81A0417,R2031041,ANALOG ICS AND APPLICATIONS,12,F,0.0
20B81A0426,R2031041,ANALOG ICS AND APPLICATIONS,13,E,3.0
20B81A0426,R203105H,DATA BASE MANAGEMENT SYSTEMS,25,D,3.0
20B81A0428,R2031041,ANALOG ICS AND APPLICATIONS,16,E,3.0
20B81A0428,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,12,F,0.0
20B81A0432,R2031041,ANALOG ICS AND APPLICATIONS,17,F,0.0
20B81A0443,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,11,F,0.0
20B81A0443,R203105H,DATA BASE MANAGEMENT SYSTEMS,22,E,3.0
20B81A0450,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,18,E,3.0
20B81A0453,R2031041,ANALOG ICS AND APPLICATIONS,14,F,0.0
20B81A0462,R2031043,DIGITAL COMMUNICATIONS,16,F,0.0
20B81A0462,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,16,F,0.0
20B81A0462,R203105H,DATA BASE MANAGEMENT SYSTEMS,19,E,3.0
20B81A0466,R2031043,DIGITAL COMMUNICATIONS,17,E,3.0
20B81A0470,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,17,F,0.0
20B81A0470,R2031043,DIGITAL COMMUNICATIONS,18,F,0.0
20B81A0470,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,17,E,3.0
20B81A0479,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,14,F,0.0
20B81A0479,R2031043,DIGITAL COMMUNICATIONS,18,F,0.0
20B81A0479,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,23,D,3.0
20B81A0479,R203105H,DATA BASE MANAGEMENT SYSTEMS,24,F,0.0
20B81A0480,R203105H,DATA BASE MANAGEMENT SYSTEMS,24,D,3.0
20B81A04C2,R2031041,ANALOG ICS AND APPLICATIONS,10,F,0.0
20B81A04C5,R2031043,DIGITAL COMMUNICATIONS,26,D,3.0
20B81A04D0,R2031041,ANALOG ICS AND APPLICATIONS,19,F,0.0
20B81A04D0,R2031043,DIGITAL COMMUNICATIONS,24,F,0.0
20B81A04D1,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,19,E,3.0
20B81A04D2,R2031041,ANALOG ICS AND APPLICATIONS,16,ABSENT,0.0
20B81A04D2,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,13,ABSENT,0.0
20B81A04D2,R2031043,DIGITAL COMMUNICATIONS,15,ABSENT,0.0
20B81A04D2,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,15,ABSENT,0.0
20B81A04D6,R2031043,DIGITAL COMMUNICATIONS,24,ABSENT,0.0
20B81A04D6,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,23,ABSENT,0.0
20B81A04E0,R2031043,DIGITAL COMMUNICATIONS,24,ABSENT,0.0
20B81A04G1,R2031043,DIGITAL COMMUNICATIONS,22,F,0.0
20B81A04G1,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,25,F,0.0
20B81A04G1,R203105H,DATA BASE MANAGEMENT SYSTEMS,22,F,0.0
20B81A04G3,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,22,F,0.0
20B81A04G3,R203105H,DATA BASE MANAGEMENT SYSTEMS,22,F,0.0
20B81A04G7,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,21,ABSENT,0.0
20B81A04G7,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,22,D,3.0
20B81A04G7,R203105H,DATA BASE MANAGEMENT SYSTEMS,26,B,3.0
20B81A04G9,R2031041,ANALOG ICS AND APPLICATIONS,21,F,0.0
20B81A04G9,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,21,D,3.0
20B81A04G9,R203105H,DATA BASE MANAGEMENT SYSTEMS,24,D,3.0
20B81A04H6,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,14,E,3.0
20B81A04H6,R2031043,DIGITAL COMMUNICATIONS,20,F,0.0
20B81A04H9,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,17,F,0.0
20B81A04H9,R2031043,DIGITAL COMMUNICATIONS,23,ABSENT,0.0
20B81A04I2,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,24,F,0.0
20B81A04I4,R2031041,ANALOG ICS AND APPLICATIONS,16,C,3.0
20B81A04I4,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,15,E,3.0
20B81A04I4,R203105H,DATA BASE MANAGEMENT SYSTEMS,21,F,0.0
20B81A04I5,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,20,F,0.0
20B81A04I5,R203105H,DATA BASE MANAGEMENT SYSTEMS,22,D,3.0
20B81A0512,R203104I,FUNDAMENTALS OF MICROPROCESSORS AND MICR,15,F,0.0
20B81A0512,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,23,F,0.0
20B81A0512,R2031053,DATA WAREHOUSING AND DATA MINING,24,F,0.0
20B81A0512,R203105B,SOFTWARE PROJECT MANAGEMENT,21,E,3.0
20B81A0523,R203104I,FUNDAMENTALS OF MICROPROCESSORS AND MICR,21,F,0.0
20B81A0523,R2031053,DATA WAREHOUSING AND DATA MINING,24,ABSENT,0.0
20B81A0523,R203105B,SOFTWARE PROJECT MANAGEMENT,21,F,0.0
20B81A0526,R203104I,FUNDAMENTALS OF MICROPROCESSORS AND MICR,16,F,0.0
20B81A0527,R2031053,DATA WAREHOUSING AND DATA MINING,28,F,0.0
20B81A0531,R203104I,FUNDAMENTALS OF MICROPROCESSORS AND MICR,12,F,0.0
20B81A0531,R2031051,COMPUTER NETWORKS,25,D,3.0
20B81A0531,R2031052,DESIGN AND ANALYSIS OF ALGORITHMS,21,F,0.0
20B81A0531,R2031053,DATA WAREHOUSING AND DATA MINING,22,F,0.0
20B81A0531,R203105B,SOFTWARE PROJECT MANAGEMENT,23,D,3.0
20B81A0595,R203104I,FUNDAMENTALS OF MICROPROCESSORS AND MICR,26,F,0.0
20B81A05B7,R203104I,FUNDAMENTALS OF MICROPROCESSORS AND MICR,22,F,0.0
20B81A05D0,R203104I,FUNDAMENTALS OF MICROPROCESSORS AND MICR,20,F,0.0
20B81A05G2,R203104I,FUNDAMENTALS OF MICROPROCESSORS AND MICR,20,F,0.0
20B81A05H1,R203104I,FUNDAMENTALS OF MICROPROCESSORS AND MICR,18,F,0.0
20B81A05H1,R2031053,DATA WAREHOUSING AND DATA MINING,28,C,3.0
